,oid,eid,stayId
111999,7540,10,726
112000,7540,11,2582
112001,7540,12,51
112002,7540,13,41
112003,7540,14,52
112004,7540,15,221
112005,7540,16,80
112006,7540,17,460
112007,7540,18,51
112008,7540,19,2506
112009,7540,20,94
112010,7540,21,52
112011,7540,22,65
112012,7541,0,24
112013,7541,1,10
112014,7541,2,78
112015,7541,3,878
112016,7541,4,1736
112017,7541,5,1334
112018,7541,6,6
112019,7541,7,1553
112020,7541,8,70
112021,7541,9,7
112022,7541,10,2114
112023,7541,11,60
112024,7541,12,26
112025,7541,13,15
112026,7542,0,0
112027,7542,1,17
112028,7542,2,315
112029,7542,3,1783
112030,7542,4,1760
112031,7542,5,9
112032,7543,0,24
112033,7543,1,17
112034,7543,2,6
112035,7543,3,97
112036,7543,4,400
112037,7543,5,2192
112038,7543,6,7
112039,7543,7,276
112040,7543,8,6
112041,7543,9,344
112042,7543,10,7
112043,7543,11,23
112044,7544,0,0
112045,7544,1,10
112046,7544,2,762
112047,7544,3,163
112048,7544,4,173
112049,7544,5,349
112050,7544,6,846
112051,7544,7,6
112052,7544,8,7
112053,7544,9,23
112054,7545,0,24
112055,7545,1,17
112056,7545,2,312
112057,7545,3,397
112058,7545,4,83
112059,7545,5,354
112060,7545,6,409
112061,7545,7,6
112062,7545,8,212
112063,7545,9,74
112064,7545,10,7
112065,7545,11,23
112066,7546,0,16
112067,7546,1,17
112068,7546,2,453
112069,7546,3,198
112070,7546,4,9
112071,7547,0,0
112072,7547,1,17
112073,7547,2,732
112074,7547,3,535
112075,7547,4,731
112076,7547,5,23
112077,7548,0,24
112078,7548,1,66
112079,7548,2,516
112080,7548,3,497
112081,7548,4,196
112082,7548,5,1030
112083,7548,6,390
112084,7548,7,6
112085,7548,8,223
112086,7548,9,1249
112087,7548,10,7
112088,7548,11,952
112089,7548,12,145
112090,7548,13,6
112091,7548,14,875
112092,7548,15,70
112093,7548,16,7
112094,7548,17,644
112095,7548,18,15
112096,7549,0,0
112097,7549,1,1
112098,7549,2,1058
112099,7549,3,230
112100,7549,4,249
112101,7549,5,83
112102,7549,6,949
112103,7549,7,11
112104,7549,8,6
112105,7549,9,247
112106,7549,10,792
112107,7549,11,130
112108,7549,12,7
112109,7549,13,83
112110,7549,14,724
112111,7549,15,4
112112,7549,16,133
112113,7549,17,6
112114,7549,18,340
112115,7549,19,70
112116,7549,20,7
112117,7549,21,2127
112118,7549,22,21
112119,7549,23,9
112120,7550,0,16
112121,7550,1,66
112122,7550,2,257
112123,7550,3,302
112124,7550,4,230
112125,7550,5,153
112126,7550,6,6
112127,7550,7,1080
112128,7550,8,293
112129,7550,9,7
112130,7550,10,6
112131,7550,11,7
112132,7550,12,1307
112133,7550,13,666
112134,7550,14,6
112135,7550,15,757
112136,7550,16,70
112137,7550,17,7
112138,7550,18,839
112139,7550,19,23
112140,7551,0,16
112141,7551,1,66
112142,7551,2,408
112143,7551,3,201
112144,7551,4,354
112145,7551,5,309
112146,7551,6,6
112147,7551,7,129
112148,7551,8,7
112149,7551,9,91
112150,7551,10,1790
112151,7551,11,1311
112152,7551,12,1464
112153,7551,13,336
112154,7551,14,501
112155,7551,15,791
112156,7551,16,1689
112157,7551,17,6
112158,7551,18,667
112159,7551,19,70
112160,7551,20,7
112161,7551,21,2115
112162,7551,22,6
112163,7551,23,604
112164,7551,24,7
112165,7551,25,15
112166,7552,0,16
112167,7552,1,175
112168,7552,2,733
112169,7552,3,56
112170,7552,4,6
112171,7552,5,281
112172,7552,6,7
112173,7552,7,2131
112174,7552,8,6
112175,7552,9,322
112176,7552,10,7
112177,7552,11,23
112178,7553,0,16
112179,7553,1,10
112180,7553,2,191
112181,7553,3,1058
112182,7553,4,6
112183,7553,5,2583
112184,7553,6,7
112185,7553,7,1161
112186,7553,8,4
112187,7553,9,325
112188,7553,10,6
112189,7553,11,851
112190,7553,12,7
112191,7553,13,914
112192,7553,14,23
112193,7554,0,0
112194,7554,1,10
112195,7554,2,1721
112196,7554,3,358
112197,7554,4,73
112198,7554,5,244
112199,7554,6,230
112200,7554,7,126
112201,7554,8,23
112202,7555,0,47
112203,7555,1,1182
112204,7555,2,421
112205,7555,3,49
112206,7555,4,649
112207,7555,5,51
112208,7555,6,777
112209,7555,7,52
112210,7555,8,113
112211,7555,9,979
112212,7555,10,724
112213,7555,11,91
112214,7555,12,1035
112215,7555,13,151
112216,7555,14,51
112217,7555,15,2246
112218,7555,16,561
112219,7555,17,52
112220,7555,18,65
112221,7556,0,16
112222,7556,1,10
112223,7556,2,11
112224,7556,3,290
112225,7556,4,249
112226,7556,5,316
112227,7556,6,6
112228,7556,7,718
112229,7556,8,912
112230,7556,9,7
112231,7556,10,942
112232,7556,11,666
112233,7556,12,60
112234,7556,13,6
112235,7556,14,905
112236,7556,15,7
112237,7556,16,277
112238,7556,17,15
112239,7557,0,0
112240,7557,1,1
112241,7557,2,702
112242,7557,3,230
112243,7557,4,53
112244,7557,5,612
112245,7557,6,390
112246,7557,7,583
112247,7557,8,6
112248,7557,9,978
112249,7557,10,792
112250,7557,11,7
112251,7557,12,244
112252,7557,13,194
112253,7557,14,109
112254,7557,15,891
112255,7557,16,43
112256,7557,17,6
112257,7557,18,1249
112258,7557,19,7
112259,7557,20,2127
112260,7557,21,1299
112261,7557,22,60
112262,7557,23,23
112263,7558,0,0
112264,7558,1,1
112265,7558,2,639
112266,7558,3,768
112267,7558,4,1275
112268,7558,5,6
112269,7558,6,438
112270,7558,7,7
112271,7558,8,15
112272,7559,0,0
112273,7559,1,10
112274,7559,2,739
112275,7559,3,6
112276,7559,4,177
112277,7559,5,70
112278,7559,6,7
112279,7559,7,846
112280,7559,8,501
112281,7559,9,9
112282,7560,0,0
112283,7560,1,721
112284,7560,2,710
112285,7560,3,560
112286,7560,4,542
112287,7560,5,594
112288,7560,6,910
112289,7560,7,6
112290,7560,8,304
112291,7560,9,7
112292,7560,10,25
112293,7560,11,451
112294,7560,12,261
112295,7560,13,25
112296,7560,14,6
112297,7560,15,167
112298,7560,16,7
112299,7560,17,798
112300,7560,18,25
112301,7560,19,1570
112302,7560,20,25
112303,7560,21,283
112304,7560,22,6
112305,7560,23,7
112306,7560,24,2110
112307,7560,25,6
112308,7560,26,352
112309,7560,27,7
112310,7560,28,9
112311,7561,0,24
112312,7561,1,66
112313,7561,2,60
112314,7561,3,6
112315,7561,4,1720
112316,7561,5,7
112317,7561,6,267
112318,7561,7,1358
112319,7561,8,23
112320,7562,0,0
112321,7562,1,17
112322,7562,2,1060
112323,7562,3,390
112324,7562,4,83
112325,7562,5,403
112326,7562,6,626
112327,7562,7,29
112328,7562,8,6
112329,7562,9,1080
112330,7562,10,130
112331,7562,11,167
112332,7562,12,7
112333,7562,13,2103
112334,7562,14,313
112335,7562,15,579
112336,7562,16,25
112337,7562,17,188
112338,7562,18,6
112339,7562,19,875
112340,7562,20,70
112341,7562,21,7
112342,7562,22,216
112343,7562,23,466
112344,7562,24,83
112345,7562,25,23
112346,7563,0,0
112347,7563,1,10
112348,7563,2,249
112349,7563,3,702
112350,7563,4,83
112351,7563,5,429
112352,7563,6,153
112353,7563,7,23
112354,7564,0,0
112355,7564,1,66
112356,7564,2,909
112357,7564,3,431
112358,7564,4,6
112359,7564,5,74
112360,7564,6,7
112361,7564,7,1073
112362,7564,8,325
112363,7564,9,25
112364,7564,10,609
112365,7564,11,6
112366,7564,12,70
112367,7564,13,70
112368,7564,14,7
112369,7564,15,861
112370,7564,16,23
112371,7565,0,0
112372,7565,1,17
112373,7565,2,196
112374,7565,3,9
112375,7566,0,16
112376,7566,1,66
112377,7566,2,6
112378,7566,3,7
112379,7566,4,657
112380,7566,5,313
112381,7566,6,398
112382,7566,7,1978
112383,7566,8,6
112384,7566,9,41
112385,7566,10,853
112386,7566,11,7
112387,7566,12,736
112388,7566,13,9
112389,7567,0,24
112390,7567,1,10
112391,7567,2,986
112392,7567,3,2439
112393,7567,4,6
112394,7567,5,130
112395,7567,6,7
112396,7567,7,1358
112397,7567,8,15
112398,7568,0,24
112399,7568,1,66
112400,7568,2,490
112401,7568,3,430
112402,7568,4,494
112403,7568,5,916
112404,7568,6,879
112405,7568,7,23
112406,7569,0,47
112407,7569,1,221
112408,7569,2,461
112409,7569,3,50
112410,7569,4,359
112411,7569,5,370
112412,7569,6,363
112413,7569,7,51
112414,7569,8,98
112415,7569,9,52
112416,7569,10,57
112417,7569,11,686
112418,7569,12,1817
112419,7569,13,4
112420,7569,14,48
112421,7569,15,237
112422,7569,16,460
112423,7569,17,51
112424,7569,18,2407
112425,7569,19,223
112426,7569,20,52
112427,7569,21,65
112428,7570,0,16
112429,7570,1,66
112430,7570,2,6
112431,7570,3,787
112432,7570,4,978
112433,7570,5,130
112434,7570,6,74
112435,7570,7,1342
112436,7570,8,7
112437,7570,9,2120
112438,7570,10,4
112439,7570,11,25
112440,7570,12,23
112441,7571,0,0
112442,7571,1,1
112443,7571,2,257
112444,7571,3,804
112445,7571,4,23
112446,7572,0,24
112447,7572,1,1
112448,7572,2,1311
112449,7572,3,201
112450,7572,4,624
112451,7572,5,30
112452,7572,6,153
112453,7572,7,156
112454,7572,8,6
112455,7572,9,233
112456,7572,10,1249
112457,7572,11,7
112458,7572,12,1124
112459,7572,13,262
112460,7572,14,325
112461,7572,15,403
112462,7572,16,60
112463,7572,17,6
112464,7572,18,552
112465,7572,19,7
112466,7572,20,2109
112467,7572,21,6
112468,7572,22,984
112469,7572,23,7
112470,7572,24,9
112471,7573,0,16
112472,7573,1,10
112473,7573,2,1083
112474,7573,3,23
112475,7574,0,24
112476,7574,1,10
112477,7574,2,231
112478,7574,3,139
112479,7574,4,535
112480,7574,5,6
112481,7574,6,1778
112482,7574,7,7
112483,7574,8,23
112484,7575,0,24
112485,7575,1,10
112486,7575,2,1041
112487,7575,3,126
112488,7575,4,25
112489,7575,5,336
112490,7575,6,409
112491,7575,7,560
112492,7575,8,6
112493,7575,9,98
112494,7575,10,130
112495,7575,11,217
112496,7575,12,7
112497,7575,13,1275
112498,7575,14,1298
112499,7575,15,4
112500,7575,16,512
112501,7575,17,4
112502,7575,18,6
112503,7575,19,1158
112504,7575,20,70
112505,7575,21,7
112506,7575,22,63
112507,7575,23,1711
112508,7575,24,6
112509,7575,25,7
112510,7575,26,23
112511,7576,0,24
112512,7576,1,66
112513,7576,2,586
112514,7576,3,332
112515,7576,4,239
112516,7576,5,270
112517,7576,6,485
112518,7576,7,200
112519,7576,8,6
112520,7576,9,577
112521,7576,10,851
112522,7576,11,7
112523,7576,12,21
112524,7576,13,1374
112525,7576,14,1334
112526,7576,15,194
112527,7576,16,25
112528,7576,17,72
112529,7576,18,2124
112530,7576,19,1178
112531,7576,20,9
112532,7577,0,16
112533,7577,1,66
112534,7577,2,244
112535,7577,3,466
112536,7577,4,2103
112537,7577,5,1384
112538,7577,6,15
112539,7578,0,24
112540,7578,1,66
112541,7578,2,1643
112542,7578,3,687
112543,7578,4,109
112544,7578,5,275
112545,7578,6,23
112546,7579,0,0
112547,7579,1,17
112548,7579,2,1030
112549,7579,3,409
112550,7579,4,666
112551,7579,5,253
112552,7579,6,208
112553,7579,7,702
112554,7579,8,6
112555,7579,9,212
112556,7579,10,74
112557,7579,11,1728
112558,7579,12,7
112559,7579,13,930
112560,7579,14,25
112561,7579,15,451
112562,7579,16,6
112563,7579,17,263
112564,7579,18,70
112565,7579,19,7
112566,7579,20,329
112567,7579,21,6
112568,7579,22,531
112569,7579,23,7
112570,7579,24,15
112571,7580,0,16
112572,7580,1,66
112573,7580,2,311
112574,7580,3,2103
112575,7580,4,21
112576,7580,5,605
112577,7580,6,329
112578,7580,7,1131
112579,7580,8,769
112580,7580,9,21
112581,7580,10,2110
112582,7580,11,1570
112583,7580,12,15
112584,7581,0,24
112585,7581,1,1
112586,7581,2,336
112587,7581,3,165
112588,7581,4,1624
112589,7581,5,313
112590,7581,6,15
112591,7582,0,0
112592,7582,1,66
112593,7582,2,56
112594,7582,3,230
112595,7582,4,269
112596,7582,5,1179
112597,7582,6,6
112598,7582,7,7
112599,7582,8,879
112600,7582,9,6
112601,7582,10,320
112602,7582,11,1326
112603,7582,12,7
112604,7582,13,91
112605,7582,14,336
112606,7582,15,1230
112607,7582,16,1169
112608,7582,17,6
112609,7582,18,985
112610,7582,19,70
112611,7582,20,7
112612,7582,21,61
112613,7582,22,109
112614,7582,23,5
112615,7582,24,986
112616,7582,25,15
112617,7583,0,0
112618,7583,1,10
112619,7583,2,878
112620,7583,3,1384
112621,7583,4,9
112622,7584,0,0
112623,7584,1,10
112624,7584,2,315
112625,7584,3,261
112626,7584,4,1783
112627,7584,5,1617
112628,7584,6,23
112629,7585,0,0
112630,7585,1,17
112631,7585,2,78
112632,7585,3,878
112633,7585,4,1496
112634,7585,5,23
112635,7586,0,0
112636,7586,1,66
112637,7586,2,1851
112638,7586,3,2103
112639,7586,4,664
112640,7586,5,1133
112641,7586,6,629
112642,7586,7,512
112643,7586,8,6
112644,7586,9,117
112645,7586,10,7
112646,7586,11,2230
112647,7586,12,6
112648,7586,13,7
112649,7586,14,23
112650,7587,0,0
112651,7587,1,1
112652,7587,2,133
112653,7587,3,453
112654,7587,4,1973
112655,7587,5,393
112656,7587,6,4
112657,7587,7,6
112658,7587,8,147
112659,7587,9,70
112660,7587,10,7
112661,7587,11,861
112662,7587,12,23
112663,7588,0,0
112664,7588,1,1
112665,7588,2,707
112666,7588,3,338
112667,7588,4,91
112668,7588,5,296
112669,7588,6,9
112670,7589,0,0
112671,7589,1,10
112672,7589,2,2103
112673,7589,3,1229
112674,7589,4,683
112675,7589,5,5
112676,7589,6,666
112677,7589,7,78
112678,7589,8,60
112679,7589,9,6
112680,7589,10,127
112681,7589,11,70
112682,7589,12,7
112683,7589,13,61
112684,7589,14,1022
112685,7589,15,9
112686,7590,0,16
112687,7590,1,10
112688,7590,2,278
112689,7590,3,878
112690,7590,4,1081
112691,7590,5,6
112692,7590,6,7
112693,7590,7,499
112694,7590,8,6
112695,7590,9,74
112696,7590,10,1002
112697,7590,11,7
112698,7590,12,839
112699,7590,13,6
112700,7590,14,7
112701,7590,15,15
112702,7591,0,0
112703,7591,1,66
112704,7591,2,750
112705,7591,3,429
112706,7591,4,359
112707,7591,5,83
112708,7591,6,530
112709,7591,7,27
112710,7591,8,9
112711,7592,0,16
112712,7592,1,1
112713,7592,2,957
112714,7592,3,6
112715,7592,4,922
112716,7592,5,7
112717,7592,6,203
112718,7592,7,23
112719,7593,0,16
112720,7593,1,1
112721,7593,2,9
112722,7594,0,0
112723,7594,1,17
112724,7594,2,325
112725,7594,3,6
112726,7594,4,1685
112727,7594,5,7
112728,7594,6,458
112729,7594,7,535
112730,7594,8,877
112731,7594,9,9
112732,7595,0,16
112733,7595,1,66
112734,7595,2,198
112735,7595,3,560
112736,7595,4,355
112737,7595,5,85
112738,7595,6,21
112739,7595,7,287
112740,7595,8,208
112741,7595,9,23
112742,7596,0,0
112743,7596,1,17
112744,7596,2,483
112745,7596,3,703
112746,7596,4,548
112747,7596,5,83
112748,7596,6,84
112749,7596,7,21
112750,7596,8,943
112751,7596,9,6
112752,7596,10,223
112753,7596,11,353
112754,7596,12,7
112755,7596,13,165
112756,7596,14,512
112757,7596,15,431
112758,7596,16,1081
112759,7596,17,1501
112760,7596,18,6
112761,7596,19,130
112762,7596,20,281
112763,7596,21,7
112764,7596,22,6
112765,7596,23,7
112766,7596,24,2114
112767,7596,25,1299
112768,7596,26,165
112769,7596,27,15
112770,7597,0,24
112771,7597,1,17
112772,7597,2,784
112773,7597,3,69
112774,7597,4,21
112775,7597,5,806
112776,7597,6,84
112777,7597,7,6
112778,7597,8,292
112779,7597,9,74
112780,7597,10,578
112781,7597,11,130
112782,7597,12,7
112783,7597,13,1124
112784,7597,14,466
112785,7597,15,6
112786,7597,16,281
112787,7597,17,7
112788,7597,18,2114
112789,7597,19,164
112790,7597,20,23
112791,7598,0,16
112792,7598,1,66
112793,7598,2,124
112794,7598,3,497
112795,7598,4,397
112796,7598,5,21
112797,7598,6,541
112798,7598,7,1078
112799,7598,8,6
112800,7598,9,7
112801,7598,10,23
112802,7599,0,24
112803,7599,1,1
112804,7599,2,564
112805,7599,3,375
112806,7599,4,315
112807,7599,5,60
112808,7599,6,6
112809,7599,7,708
112810,7599,8,70
112811,7599,9,7
112812,7599,10,513
112813,7599,11,9
112814,7600,0,16
112815,7600,1,10
112816,7600,2,466
112817,7600,3,198
112818,7600,4,191
112819,7600,5,15
112820,7601,0,24
112821,7601,1,10
112822,7601,2,1060
112823,7601,3,153
112824,7601,4,156
112825,7601,5,19
112826,7601,6,6
112827,7601,7,786
112828,7601,8,885
112829,7601,9,7
112830,7601,10,337
112831,7601,11,60
112832,7601,12,164
112833,7601,13,6
112834,7601,14,236
112835,7601,15,70
112836,7601,16,7
112837,7601,17,43
112838,7601,18,871
112839,7601,19,23
112840,7602,0,24
112841,7602,1,66
112842,7602,2,1332
112843,7602,3,152
112844,7602,4,435
112845,7602,5,180
112846,7602,6,15
112847,7603,0,24
112848,7603,1,1
112849,7603,2,581
112850,7603,3,1041
112851,7603,4,6
112852,7603,5,479
112853,7603,6,7
112854,7603,7,4
112855,7603,8,194
112856,7603,9,6
112857,7603,10,1373
112858,7603,11,7
112859,7603,12,1624
112860,7603,13,1161
112861,7603,14,6
112862,7603,15,130
112863,7603,16,1002
112864,7603,17,7
112865,7603,18,405
112866,7603,19,403
112867,7603,20,4
112868,7603,21,558
112869,7603,22,23
112870,7604,0,0
112871,7604,1,1
112872,7604,2,6
112873,7604,3,1151
112874,7604,4,7
112875,7604,5,314
112876,7604,6,6
112877,7604,7,2276
112878,7604,8,272
112879,7604,9,130
112880,7604,10,184
112881,7604,11,7
112882,7604,12,63
112883,7604,13,25
112884,7604,14,15
112885,7605,0,24
112886,7605,1,6
112887,7605,2,343
112888,7605,3,7
112889,7605,4,2095
112890,7605,5,6
112891,7605,6,1258
112892,7605,7,7
112893,7605,8,2584
112894,7605,9,9
112895,7606,0,16
112896,7606,1,17
112897,7606,2,690
112898,7606,3,537
112899,7606,4,494
112900,7606,5,409
112901,7606,6,123
112902,7606,7,6
112903,7606,8,812
112904,7606,9,792
112905,7606,10,7
112906,7606,11,387
112907,7606,12,952
112908,7606,13,6
112909,7606,14,344
112910,7606,15,500
112911,7606,16,70
112912,7606,17,7
112913,7606,18,820
112914,7606,19,512
112915,7606,20,15
112916,7607,0,0
112917,7607,1,1
112918,7607,2,559
112919,7607,3,311
112920,7607,4,535
112921,7607,5,6
112922,7607,6,395
112923,7607,7,7
112924,7607,8,199
112925,7607,9,83
112926,7607,10,2546
112927,7607,11,6
112928,7607,12,577
112929,7607,13,725
112930,7607,14,130
112931,7607,15,1378
112932,7607,16,7
112933,7607,17,299
112934,7607,18,1311
112935,7607,19,1851
112936,7607,20,191
112937,7607,21,175
112938,7607,22,869
112939,7607,23,25
112940,7607,24,799
112941,7607,25,204
112942,7607,26,6
112943,7607,27,1488
112944,7607,28,70
112945,7607,29,7
112946,7607,30,96
112947,7607,31,925
112948,7607,32,6
112949,7607,33,7
112950,7607,34,23
112951,7608,0,0
112952,7608,1,6
112953,7608,2,93
112954,7608,3,324
112955,7608,4,1693
112956,7608,5,7
112957,7608,6,63
112958,7608,7,109
112959,7608,8,23
112960,7609,0,16
112961,7609,1,10
112962,7609,2,520
112963,7609,3,89
112964,7609,4,348
112965,7609,5,6
112966,7609,6,632
112967,7609,7,7
112968,7609,8,624
112969,7609,9,152
112970,7609,10,6
112971,7609,11,711
112972,7609,12,675
112973,7609,13,344
112974,7609,14,7
112975,7609,15,267
112976,7609,16,214
112977,7609,17,773
112978,7609,18,453
112979,7609,19,6
112980,7609,20,1002
112981,7609,21,7
112982,7609,22,80
112983,7609,23,9
112984,7610,0,16
112985,7610,1,66
112986,7610,2,765
112987,7610,3,208
112988,7610,4,560
112989,7610,5,201
112990,7610,6,6
112991,7610,7,812
112992,7610,8,7
112993,7610,9,113
112994,7610,10,501
112995,7610,11,196
112996,7610,12,6
112997,7610,13,1427
112998,7610,14,7
112999,7610,15,963
113000,7610,16,349
113001,7610,17,889
113002,7610,18,329
113003,7610,19,735
113004,7610,20,23
113005,7611,0,16
113006,7611,1,66
113007,7611,2,674
113008,7611,3,683
113009,7611,4,6
113010,7611,5,1283
113011,7611,6,7
113012,7611,7,216
113013,7611,8,1560
113014,7611,9,278
113015,7611,10,6
113016,7611,11,7
113017,7611,12,23
113018,7612,0,16
113019,7612,1,1
113020,7612,2,60
113021,7612,3,338
113022,7612,4,244
113023,7612,5,1289
113024,7612,6,1892
113025,7612,7,1781
113026,7612,8,1662
113027,7612,9,23
113028,7613,0,0
113029,7613,1,10
113030,7613,2,265
113031,7613,3,537
113032,7613,4,69
113033,7613,5,6
113034,7613,6,984
113035,7613,7,7
113036,7613,8,478
113037,7613,9,119
113038,7613,10,6
113039,7613,11,324
113040,7613,12,7
113041,7613,13,109
113042,7613,14,244
113043,7613,15,1311
113044,7613,16,1692
113045,7613,17,337
113046,7613,18,91
113047,7613,19,205
113048,7613,20,805
113049,7613,21,43
113050,7613,22,330
113051,7613,23,23
113052,7614,0,0
113053,7614,1,1
113054,7614,2,878
113055,7614,3,1388
113056,7614,4,163
113057,7614,5,253
113058,7614,6,6
113059,7614,7,70
113060,7614,8,7
113061,7614,9,179
113062,7614,10,23
113063,7615,0,47
113064,7615,1,220
113065,7615,2,462
113066,7615,3,51
113067,7615,4,52
113068,7615,5,196
113069,7615,6,797
113070,7615,7,646
113071,7615,8,51
113072,7615,9,223
113073,7615,10,52
113074,7615,11,224
113075,7615,12,1682
113076,7615,13,460
113077,7615,14,145
113078,7615,15,740
113079,7615,16,137
113080,7615,17,51
113081,7615,18,52
113082,7615,19,51
113083,7615,20,2506
113084,7615,21,52
113085,7615,22,65
113086,7616,0,0
113087,7616,1,17
113088,7616,2,83
113089,7616,3,115
113090,7616,4,168
113091,7616,5,154
113092,7616,6,765
113093,7616,7,358
113094,7616,8,6
113095,7616,9,272
113096,7616,10,778
113097,7616,11,130
113098,7616,12,7
113099,7616,13,176
113100,7616,14,1297
113101,7616,15,6
113102,7616,16,130
113103,7616,17,1002
113104,7616,18,70
113105,7616,19,7
113106,7616,20,43
113107,7616,21,456
113108,7616,22,9
113109,7617,0,0
113110,7617,1,10
113111,7617,2,657
113112,7617,3,431
113113,7617,4,15
113114,7618,0,16
113115,7618,1,66
113116,7618,2,6
113117,7618,3,785
113118,7618,4,1196
113119,7618,5,344
113120,7618,6,623
113121,7618,7,7
113122,7618,8,61
113123,7618,9,23
113124,7619,0,0
113125,7619,1,66
113126,7619,2,564
113127,7619,3,1297
113128,7619,4,431
113129,7619,5,183
113130,7619,6,23
113131,7620,0,24
113132,7620,1,1
113133,7620,2,286
113134,7620,3,153
113135,7620,4,314
113136,7620,5,1278
113137,7620,6,750
113138,7620,7,6
113139,7620,8,681
113140,7620,9,402
113141,7620,10,7
113142,7620,11,653
113143,7620,12,4
113144,7620,13,417
113145,7620,14,25
113146,7620,15,113
113147,7620,16,5
113148,7620,17,6
113149,7620,18,1040
113150,7620,19,7
113151,7620,20,513
113152,7620,21,15
113153,7621,0,16
113154,7621,1,1
113155,7621,2,800
113156,7621,3,25
113157,7621,4,1232
113158,7621,5,1001
113159,7621,6,9
113160,7622,0,16
113161,7622,1,1
113162,7622,2,717
113163,7622,3,119
113164,7622,4,83
113165,7622,5,485
113166,7622,6,409
113167,7622,7,6
113168,7622,8,171
113169,7622,9,74
113170,7622,10,1541
113171,7622,11,7
113172,7622,12,214
113173,7622,13,4
113174,7622,14,188
113175,7622,15,403
113176,7622,16,666
113177,7622,17,6
113178,7622,18,984
113179,7622,19,70
113180,7622,20,7
113181,7622,21,1149
113182,7622,22,15
113183,7623,0,16
113184,7623,1,17
113185,7623,2,262
113186,7623,3,109
113187,7623,4,878
113188,7623,5,1529
113189,7623,6,23
113190,7624,0,24
113191,7624,1,1
113192,7624,2,369
113193,7624,3,1407
113194,7624,4,336
113195,7624,5,187
113196,7624,6,6
113197,7624,7,395
113198,7624,8,70
113199,7624,9,7
113200,7624,10,1712
113201,7624,11,109
113202,7624,12,23
113203,7625,0,16
113204,7625,1,66
113205,7625,2,78
113206,7625,3,1842
113207,7625,4,25
113208,7625,5,325
113209,7625,6,44
113210,7625,7,23
113211,7626,0,16
113212,7626,1,10
113213,7626,2,357
113214,7626,3,84
113215,7626,4,6
113216,7626,5,7
113217,7626,6,358
113218,7626,7,478
113219,7626,8,6
113220,7626,9,37
113221,7626,10,1028
113222,7626,11,7
113223,7626,12,843
113224,7626,13,262
113225,7626,14,6
113226,7626,15,567
113227,7626,16,70
113228,7626,17,7
113229,7626,18,513
113230,7626,19,666
113231,7626,20,15
113232,7627,0,16
113233,7627,1,10
113234,7627,2,1452
113235,7627,3,168
113236,7627,4,358
113237,7627,5,21
113238,7627,6,702
113239,7627,7,101
113240,7627,8,6
113241,7627,9,786
113242,7627,10,74
113243,7627,11,1350
113244,7627,12,130
113245,7627,13,7
113246,7627,14,503
113247,7627,15,336
113248,7627,16,83
113249,7627,17,953
113250,7627,18,736
113251,7627,19,23
113252,7628,0,0
113253,7628,1,10
113254,7628,2,4
113255,7628,3,560
113256,7628,4,332
113257,7628,5,83
113258,7628,6,84
113259,7628,7,332
113260,7628,8,6
113261,7628,9,94
113262,7628,10,7
113263,7628,11,25
113264,7628,12,133
113265,7628,13,2103
113266,7628,14,1330
113267,7628,15,23
113268,7629,0,24
113269,7629,1,10
113270,7629,2,1030
113271,7629,3,28
113272,7629,4,717
113273,7629,5,153
113274,7629,6,23
113275,7630,0,0
113276,7630,1,66
113277,7630,2,398
113278,7630,3,878
113279,7630,4,1529
113280,7630,5,480
113281,7630,6,1815
113282,7630,7,25
113283,7630,8,1466
113284,7630,9,452
113285,7630,10,23
113286,7631,0,0
113287,7631,1,66
113288,7631,2,257
113289,7631,3,410
113290,7631,4,2263
113291,7631,5,9
113292,7632,0,0
113293,7632,1,1
113294,7632,2,1058
113295,7632,3,1440
113296,7632,4,431
113297,7632,5,1831
113298,7632,6,243
113299,7632,7,6
113300,7632,8,7
113301,7632,9,83
113302,7632,10,1063
113303,7632,11,6
113304,7632,12,70
113305,7632,13,7
113306,7632,14,2200
113307,7632,15,336
113308,7632,16,9
113309,7633,0,0
113310,7633,1,1
113311,7633,2,626
113312,7633,3,397
113313,7633,4,6
113314,7633,5,7
113315,7633,6,156
113316,7633,7,83
113317,7633,8,958
113318,7633,9,6
113319,7633,10,160
113320,7633,11,7
113321,7633,12,9
113322,7634,0,16
113323,7634,1,10
113324,7634,2,6
113325,7634,3,7
113326,7634,4,153
113327,7634,5,848
113328,7634,6,6
113329,7634,7,74
113330,7634,8,7
113331,7634,9,410
113332,7634,10,168
113333,7634,11,6
113334,7634,12,561
113335,7634,13,74
113336,7634,14,335
113337,7634,15,130
113338,7634,16,7
113339,7634,17,503
113340,7634,18,295
113341,7634,19,21
113342,7634,20,181
113343,7634,21,134
113344,7634,22,6
113345,7634,23,7
113346,7634,24,9
113347,7635,0,47
113348,7635,1,1033
113349,7635,2,1182
113350,7635,3,462
113351,7635,4,21
113352,7635,5,645
113353,7635,6,362
113354,7635,7,51
113355,7635,8,386
113356,7635,9,52
113357,7635,10,25
113358,7635,11,164
113359,7635,12,221
113360,7635,13,2585
113361,7635,14,1760
113362,7635,15,25
113363,7635,16,2052
113364,7635,17,2115
113365,7635,18,21
113366,7635,19,1666
113367,7635,20,221
113368,7635,21,51
113369,7635,22,2326
113370,7635,23,52
113371,7635,24,65
113372,7636,0,16
113373,7636,1,1
113374,7636,2,1263
113375,7636,3,354
113376,7636,4,6
113377,7636,5,7
113378,7636,6,152
113379,7636,7,542
113380,7636,8,88
